,company,number_reviews,search_city,star_rating,summary,title,website,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page
7740,"Aviall, Inc.",32.0,"Dallas, TX",3.7,The Data Scientist will solve complex business &. Intelligence / big data / data science applications. Maintenance of business intelligence / big data / data....,Data Scientist II,http://www.indeed.com/rc/clk?jk=8c91db0ba3494440&fccid=9d12475b6cfc0b73,,,0,more than 30 days ago,0,3
7761,Nationstar Mortgage,549.0,"Dallas, TX",3.4,Data mine a large population of data to help identify relevant information and build scripts to consolidate operational reporting elements....,Quantitative Analyst,http://www.indeed.com/rc/clk?jk=2f33a7faa479dbf2&fccid=96c396452fc9f9bb,,,0,25-30 days ago,0,5
7762,Allstate Insurance,2892.0,"Dallas, TX",3.7,Collaborate with business analysts and data scientists in eliciting and articulating solution requirements. The Systems Analyst / Senior Hadoop Data Engineer...,Big Data and Analytics Systems Analyst,http://www.indeed.com/rc/clk?jk=50e5535ccc8ce6bc&fccid=3a71a4d2f7990a25,,,0,more than 30 days ago,0,5
7763,Santander Consumer USA,279.0,"Dallas, TX",3.4,"Utilizes data mining and statistical techniques to develop analytic insights, sound hypotheses, and informed recommendations....",Sr. Statistician,http://www.indeed.com/rc/clk?jk=113088c1e95bafce&fccid=7aa9f7d624c34c8a,,,0,13-18 days ago,1,5
7764,Southwest Airlines,595.0,"Dallas, TX",4.5,"Progressing towards a Bachelor’s or Master’s Degree in Business Analytics, Statistics, Applied Statistics, Applied Mathematics, Business, or a related field...",Data Scientist Intern – Marketing Customer Analytics - Summe...,http://www.indeed.com/rc/clk?jk=f001a10bc62e3771&fccid=96b867feb66827c1,hourly,24960.0,0,19-24 days ago,1,5
7765,"SilverXis, Inc.",,"Dallas, TX",,"Must have experience gathering business requirements for advanced analytics teams (Data Engineers, Data Scientists) and building the necessary use cases....",Business Analyst,http://www.indeed.com/rc/clk?jk=238db063d442f0a6&fccid=950d1c454894080f,,,0,1-6 days ago,0,5
7766,"Truven Health Analytics, an IBM Company",,"Dallas, TX",,"Truven Health Analytics, an IBM Company is dedicated to working collaboratively with government agencies and foundations to create and implement strategies to...",Research Analyst II - Child and Maternal Health,http://www.indeed.com/rc/clk?jk=4c28329e9f97dada&fccid=24717fa04ddaea5d,,,0,13-18 days ago,1,5
7767,Humana,2066.0,"Dallas, TX",3.6,"Experience with Data Mining and Predictive Analytics. Position requires significant interaction with statisticians, data scientists, analysts within multiple...","Big Data Architect - Irving, TX",http://www.indeed.com/rc/clk?jk=e083e20e5ba18827&fccid=5f1f0e6dcc6cbc83,,,0,7-12 days ago,0,5
7768,"ATR International, Inc.",17.0,"Dallas, TX",4.40000025,"If this position is a fit, simply click on the recruiter's email above, attach your resume, and hit send. Analyzes and interprets data from various sources....",Statistical Analyst I,http://www.indeed.com/rc/clk?jk=89ff621cde349a88&fccid=3ac765140903218f,,,0,13-18 days ago,0,5
7769,Hewlett Packard Enterprise,1023.0,"Dallas, TX",3.65,We are looking for a lead information architecture software engineer that has extensive experience developing advanced software solutions that require...,Information Architecture Security Data Scientist,http://www.indeed.com/rc/clk?jk=2b882afbb00c1ad5&fccid=216eb700022de6f6,,,0,13-18 days ago,0,5
7770,Straveda,,"Dallas, TX",,"Support data scientists, analysts, and product owners by cleaning, transforming, and augmenting data sets for analysis....",Data Wrangler,http://www.indeed.com/cmp/Straveda/jobs/Data-Wrangler-389fbc8508123c43?r=1&fccid=8263583d34657548,,,0,more than 30 days ago,1,5
7776,Deloitte,3568.0,"Dallas, TX",4.25,"Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data...",Insurance AAE Big Data Senior Consultant,http://www.indeed.com/rc/clk?jk=d5b9ae08ca60b001&fccid=9e215d88a6b33622,,,0,13-18 days ago,1,6
7777,Flood,6.0,"Dallas, TX",3.4,"Obtain and evaluate all relevant information used in completing Flood Zone Determinations. Nov 3, 2016, 1:12:58 PM. Part Time Flood Map Research Analyst....",Part Time Flood Map Research Analyst,http://www.indeed.com/rc/clk?jk=5a1be21de70ce37f&fccid=e06a7b7553fe6f48,,,0,13-18 days ago,0,6
7778,Axius Technologies,4.0,"Dallas, TX",4.5,""" Experience communicating insights from complex data to non-technical audiences. "" Proficiency in data visualization tools both commercial and open source....",Data Scientist,http://www.indeed.com/rc/clk?jk=efee1987084eb21b&fccid=e5ea8513745bad23,,,0,more than 30 days ago,0,6
7779,KPMG,1810.0,"Dallas, TX",4.25,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. Eight years of professional experience working as a Data...",Manager - Data Scientist,http://www.indeed.com/rc/clk?jk=9243916a19b42a69&fccid=2dd390c3a48a7ed0,,,0,more than 30 days ago,1,6
7780,Exeter Finance Corporation,108.0,"Dallas, TX",3.5,"Working knowledge of R and prior work experience using R for data analysis preferred. Create and maintain re-usable code libraries (in R, SAS and SQL) that are...",Statistical Programmer,http://www.indeed.com/rc/clk?jk=4b562607cffa2061&fccid=1a4bc3b38c3c5973,,,0,more than 30 days ago,0,6
7781,Accenture,7113.0,"Dallas, TX",4.25,Minimum of 2 years of Data Analysis / Data Analytics / Data Scientist experience. Minimum of 3 years of SQL and/or Excel experience....,Wireless Network Analytics Consultant,http://www.indeed.com/rc/clk?jk=9e386a5612f838e9&fccid=a4e4e2eaf26690c9,,,0,25-30 days ago,1,6
7782,KPMG,1810.0,"Dallas, TX",4.25,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. Five years of professional experience working as a Data...",Sr Associate - Data Scientist,http://www.indeed.com/rc/clk?jk=f0965f6f76c093ba&fccid=2dd390c3a48a7ed0,,,0,more than 30 days ago,1,6
7783,Humana,2066.0,"Dallas, TX",3.6,"As a Data Scientist, Predictive Modeler you will develop cutting edge predictive models that drives Humana’s clinical strategy and operations....","Data Scientist, Predictive Modeling, Behavioral Health Analy...",http://www.indeed.com/rc/clk?jk=59f4364b34659403&fccid=5f1f0e6dcc6cbc83,,,0,more than 30 days ago,0,6
7784,Open Systems Technologies,23.0,"Dallas, TX",4.25,Experience working alongside data scientists and business owners to produce custom data sets in a timely manner....,Data Engineer,http://www.indeed.com/rc/clk?jk=187ce3486f7ccd33&fccid=aa0fc89a0c2e2dce,,,0,19-24 days ago,1,6
7785,IDR,,"Dallas, TX",,"Full Health Benefits (Medical, Dental, Vision, Single & Family plans). IDR’s top Fortune-level client is looking for a Digital Research Analytics Analyst to...",Digital Research Analytics Analyst,http://www.indeed.com/rc/clk?jk=05e9788eb4f48a70&fccid=bb187a1fd98f37b6,,,0,13-18 days ago,0,6
7821,Axelon Services Corporation,23.0,"Dallas, TX",3.3,Analyzes and interprets data from various sources. 1 Year Project. Fortune 500 Pharma....,Statistical Analyst I,http://www.indeed.com/rc/clk?jk=0a7ea784f4abf4a6&fccid=a2fd5c513bd4fabb,,,0,13-18 days ago,0,9
7822,UT Southwestern Medical Center,204.0,"Dallas, TX",3.65,"Job Duties Plans, organizes, coordinates, directs, and personally participates in assigned scientific or medical research project....",Research Scientist - Microbiology - Hansen Lab,http://www.indeed.com/rc/clk?jk=7f05516240321b1e&fccid=245cecf5f0560d8c,,,0,25-30 days ago,1,9
7823,AT&T,14560.0,"Dallas, TX",3.7,"Works with the raw data, cleanses it and finally polishes it to the format where it can be consumed by Data Scientists to create critical insights....",Professional Big Data Software Engineer,http://www.indeed.com/rc/clk?jk=46cf71bd98cdea33&fccid=25b5166547bbf543,,,0,more than 30 days ago,0,9
7824,La Quinta Inns & Suites,988.0,"Dallas, TX",3.6,A hands on computer scientists at heart with a total 8+ Years’ experience of Software Development. The Big Data Developer will be expected to architect...,IT Big Data Developer,http://www.indeed.com/rc/clk?jk=6bf9dd8f0052312d&fccid=b2fa916d6c435a18,,,0,more than 30 days ago,0,9
7825,AT&T,14560.0,"Dallas, TX",3.7,"And with our Big Data know-how, you’ll discover and develop meaningful insights that inspire continuous innovation....",Big Data Technical Co Op I,http://www.indeed.com/rc/clk?jk=a506cd9c69a95953&fccid=25b5166547bbf543,,,0,more than 30 days ago,0,9
7826,JCPenney,10510.0,"Dallas, TX",3.65,"Conducts organizational assessments and diagnostics to uncover trends and insights, identify causes of organizational issues, and generate recommendations for...",Organizational Development Consultant,http://www.indeed.com/rc/clk?jk=309ef835bd3af2b5&fccid=d5d8f5bf0085c021,,,0,25-30 days ago,1,9
7827,Deloitte,3568.0,"Dallas, TX",4.25,"Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data...",Advanced Analytics Enablement Big Data Manager,http://www.indeed.com/rc/clk?jk=fa045e63fd83c8bb&fccid=9e215d88a6b33622,,,0,13-18 days ago,1,9
7828,Ally Financial Inc.,239.0,"Dallas, TX",3.5,"Ally offers a variety of benefits to protect your health and well-being, provide financial security and balance your work-life needs including:....",Research and Adjustment Analyst,http://www.indeed.com/rc/clk?jk=2e69fc02f88639ff&fccid=f8c85b296194776f,,,0,13-18 days ago,0,9
7829,CDK Global,77.0,"Dallas, TX",3.45,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",Sales Associate,http://www.indeed.com/rc/clk?jk=282734a1faec440f&fccid=cf4c744760f4998e,,,0,7-12 days ago,1,9
7830,Sabre,145.0,"Dallas, TX",3.65,"If you are interested in challenging work, being part of a global team, and solving complex problems through technology, business intelligence and analytics,...",Senior Operations Research Analyst,http://www.indeed.com/rc/clk?jk=722572c6124a97ea&fccid=05fac7ab69452ba3,,,0,more than 30 days ago,0,9
7881,Baylor Scott & White Health,209.0,"Dallas, TX",3.65,"Plans, coordinates, schedules and prepares materials for project meetings, including staff meetings and advisory committee meetings....",Research Enrollment Analyst,http://www.indeed.com/rc/clk?jk=79ec06fc54aa7b4c&fccid=9f3a9e3753ee0b45,,,0,more than 30 days ago,1,13
7882,UT Southwestern Medical Center,204.0,"Dallas, TX",3.65,"Job Duties Performs more difficult scientific and medical research work in science area such as biology, chemistry, physics, or other related scientific field....",Research Assistant I - Internal Medicine - Hematology Oncolo...,http://www.indeed.com/rc/clk?jk=4f25c2ee846fd570&fccid=245cecf5f0560d8c,,,0,1-6 days ago,1,13
7883,Baylor Scott & White Health,209.0,"Dallas, TX",3.65,"Demonstrates the ability to collect data, monitor processes, analyze data and trends related to outcomes and develop improvement plans related to key processes....",Research Analyst I,http://www.indeed.com/rc/clk?jk=4b0f6bc012d4bd24&fccid=9f3a9e3753ee0b45,,,0,more than 30 days ago,1,13
7884,Okaya Inc,,"Dallas, TX",,Hands on computer scientist at heart with a total of 8+ years of experience in Software DevelopmentMust have a minimum 3 years of solid experience in Java and...,Big Data/NoSQL Developer,http://www.indeed.com/rc/clk?jk=37ff39fd593633b7&fccid=786dddb0cb16adea,hourly,116480.0,0,1-6 days ago,0,13
7885,Novella Clinical,19.0,"Dallas, TX",3.65,"Input to project timelines, and ensure that project timelines are met for both. ICH, and FDA guidelines and regulations applicable to conduct clinical....",Sr. Statistical Programmer,http://www.indeed.com/rc/clk?jk=ae51e2889ceaee17&fccid=61e106f6b637c9f6,,,0,more than 30 days ago,1,13
7886,"Afactory HUB, Inc",,"Dallas, TX",,"Product Managers, Data Scientists, Network Engineers, etc.). Manage the full cycle recruitment process, ensuring a smooth and positive candidate experience....",Sr. Technical Recruiter,http://www.indeed.com/cmp/Afactory-HUB-Inc/jobs/Senior-Technical-Recruiter-33cc373128ae8a68?r=1&fccid=20075c7f8d5406e8,monthly,60000.0,0,13-18 days ago,1,13
7887,2M Research Services,,"Dallas, TX",,"This position also entails mentoring junior staff, and participating in professional development and scientific activities....",Senior Survey Sampling Statistician,http://www.indeed.com/rc/clk?jk=69b2adf19ae9795c&fccid=21b33f0a5e04c7d7,,,0,more than 30 days ago,0,13
7888,Invesco,91.0,"Dallas, TX",4.25,Participate in global research meetings by providing insights on regional and property sector trends and outlook....,Real Estate Research Analyst,http://www.indeed.com/rc/clk?jk=df365d5568cfce49&fccid=61e847dda35dc377,,,0,7-12 days ago,1,13
7889,American Heart Association,224.0,"Dallas, TX",3.65,The Temporary Project Coordinator – Scientific Meetings will provide coordination and project management to the International Stroke Conference and Scientific...,Temporary Project Coordinator – Scientific Meetings,http://www.indeed.com/rc/clk?jk=493cb31140e94545&fccid=fb509292145a023d,,,0,more than 30 days ago,1,13
7890,"ReqRoute,Inc",5.0,"Dallas, TX",5.0,"The Data Scientist will be responsible for designing and implementing processes and layouts for complex, large-scale data sets used for modeling, data mining,...",4337 -Database developer/DBA experience @Multiple location,http://www.indeed.com/rc/clk?jk=4526c288dc5c6114&fccid=3e9b3c11f955bc12,,,0,more than 30 days ago,0,13
7896,UT Southwestern Medical Center,204.0,"Dallas, TX",3.65,"To the extent provided by applicable law, no person shall be excluded from participation in, denied the benefits of, or be subject to discrimination under any...",Computational Scientist- Bioinformatics,http://www.indeed.com/rc/clk?jk=a730f4e08190ce66&fccid=245cecf5f0560d8c,,,0,more than 30 days ago,1,14
7897,Quest Diagnostics,2083.0,"Dallas, TX",3.65,"And for patients waiting for answers to important health questions, it's a road they want to travel as quickly as possible....",Medical Technologist I / Scientist - LC/MS - Sat - Sun 7am -...,http://www.indeed.com/cmp/Quest-Diagnostics/jobs/Medical-Technologist-111c78eb7800a0d3?r=1&fccid=d92b4bd583ab3ea9,,,0,1-6 days ago,0,14
7898,"Magic Leap, Inc.",2.0,"Dallas, TX",4.5,"Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of film, robotics, visualization, software, computing, and...",Sr. Programmer,http://www.indeed.com/rc/clk?jk=f7bf467fa3eece3f&fccid=250b3b23ab6d1a65,,,0,1-6 days ago,1,14
7899,Lockheed Martin,3474.0,"Dallas, TX",4.3,"In so doing will provide a quantitative, rational basis for decision making through the application of logic and scientific disciplines and techniques including...",Operations Research / Systems Analyst (ORSA),http://www.indeed.com/rc/clk?jk=010880b9e050bc61&fccid=aeb15e43a6800b9d,,,0,7-12 days ago,0,14
7900,SGA,22.0,"Dallas, TX",4.3,"For consulting positions, we offer a variety of benefit options including but not limited to health & dental insurance, paid vacation, timely payment via direct...",Senior Quantitative Analyst,http://www.indeed.com/rc/clk?jk=42942a0d39e37818&fccid=50c46dd748a5722c,,,0,more than 30 days ago,1,14
7901,Haggar Corp.,,"Dallas, TX",,Needsto display an adept understanding of excel and data analytics. Communicatingthe results of complex data analysis in a way that supports customer...,Market Research & Insights Analyst,http://www.indeed.com/rc/clk?jk=7ea8db2b02f3e5ad&fccid=be711b511d8e86ca,,,0,more than 30 days ago,0,14
7902,Stephens & Associates,,"Dallas, TX",,"Stephens, a global clinical research firm based in Dallas, Texas, and a leader in the field of clinical testing, has several opening for Entry Level Clinical...",Entry Level Clinical Scientist,http://www.indeed.com/rc/clk?jk=cf4b3cb1eed66531&fccid=cd9c69061ca6f2b0,,,0,25-30 days ago,0,14
7903,All-In Analytics,,"Dallas, TX",,"Senior Marketing Data Scientist. Working knowledge of applications such as R, SAS, SQL, Google Analytics, Tableau or Qlik, Alteryx, and Microsoft Access and...",Senior Marketing Data Scientist,http://www.indeed.com/rc/clk?jk=c5cb3a3b8a1cdb09&fccid=3e88714d858f0a69,yearly,90000.0,0,more than 30 days ago,1,14
7904,Baylor Scott & White Health,209.0,"Dallas, TX",3.65,Is a subject expert in health care equity/community health improvement and project management. Outcomes Measures - Reports and monitors data to include...,Project Analyst -- Clinical Research,http://www.indeed.com/rc/clk?jk=130e3cc2e4c91eaf&fccid=9f3a9e3753ee0b45,,,0,more than 30 days ago,1,14
7905,Abbott,1310.0,"Dallas, TX",4.34999975,"Reviews project progress and evaluates results against project plans and timelines. Presents, delivers and interprets information amongst product team members,...",Reliability Engineer,http://www.indeed.com/rc/clk?jk=f88392fcc3dd060f&fccid=7942658690eba67c,,,0,7-12 days ago,0,14
7926,Parkland Hospital,309.0,"Dallas, TX",3.65,"This position should provide in depth nursing practice perspectives to collaborative teams comprised of clinicians, data scientists and multi-disciplinary...",Registered Nurse-PCCI,http://www.indeed.com/rc/clk?jk=cb9906ca3a563191&fccid=2e8d122bc3bdde9f,,,0,7-12 days ago,1,16
7927,Dallas County Community College District (DCCCD),,"Dallas, TX",,"**Will be subject to a criminal background check. Processes and interprets data from a variety of sources, including the Colleague system, and/or other...",Research Analyst II,http://www.indeed.com/rc/clk?jk=10cc5e9d7de81e3b&fccid=f7c87896818bba47,,,0,1-6 days ago,1,16
7928,Selby Jennings,,"Dallas, TX",,"Product design, structuring and pricing, portfolio analytics and origination. This is an urgent hire that will offer an above market rate salary, full...",Catastrophe Risk Analyst - Quantitative,http://www.indeed.com/rc/clk?jk=239638d116043f69&fccid=e46dcf251ad893cd,yearly,97500.0,0,more than 30 days ago,1,16
7929,2M Research Services,,"Dallas, TX",,DrPH or PhD with relevant experience in ethnographic research is required (preferably in an applied research environment or academia)....,Senior Qualitative Research Analyst,http://www.indeed.com/rc/clk?jk=172cd6c40fdd361e&fccid=21b33f0a5e04c7d7,,,0,more than 30 days ago,0,16
7930,AT&T,14560.0,"Dallas, TX",3.7,"Interacts with data scientists and industry experts to understand how data needs to be converted, loaded and presented....",Professional Big Data Software Eng BIG DATA,http://www.indeed.com/rc/clk?jk=16af0328e4a07a90&fccid=25b5166547bbf543,,,0,more than 30 days ago,0,16
7931,R&D Product Development,,"Dallas, TX",,"May oversee outside vendor testing or conduct clinical safety testing. Must have ability to apply standard scientific principles, concepts and techniques to...",Scientist Product Safety,http://www.indeed.com/rc/clk?jk=325f40c49df790e0&fccid=5725e4b22fc65460,,,0,more than 30 days ago,0,16
7932,Baylor Scott & White Health,209.0,"Dallas, TX",3.65,Is recognized as a knowledgeable individual and subject matter expert in research finance. Strong initiative and ability to manage multiple projects....,Research Financial Analyst II,http://www.indeed.com/rc/clk?jk=f401b996dd66c5a6&fccid=9f3a9e3753ee0b45,,,0,more than 30 days ago,1,16
7933,Nokia Siemens Networks,797.0,"Dallas, TX",4.25,"Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly...",Services Solution Manager,http://www.indeed.com/rc/clk?jk=6b44211bb0939781&fccid=523c59ecb97d1eb7,,,0,13-18 days ago,0,16
7934,Federal Reserve Bank of Dallas,317.0,"Dallas, TX",4.34999975,Conducts data and information searches and assembles data or directs people to appropriate internet resources to fulfill requests....,Research Analyst (Energy),http://www.indeed.com/rc/clk?jk=51031cccbf765d3c&fccid=2c6850e24c8a2811,,,0,more than 30 days ago,1,16
7935,Flowserve,379.0,"Dallas, TX",3.6,"Subject matter expertise in regards to account planning, territory management and/or master data management system design....",Senior Business Analyst - Sales & Commercial Operations Anal...,http://www.indeed.com/rc/clk?jk=e9e3d2fa6e14c182&fccid=382ab41b9b15f833,,,0,more than 30 days ago,0,16
7940,Capital One,2959.0,"Dallas, TX",3.7,"Here you’ll find hackers, rockers, artists, entrepreneurs, and data scientists. Complete understanding of the regulatory framework applicable to a bank...","Director, Assistant General Counsel - Home Loans Origination...",http://www.indeed.com/rc/clk?jk=0478de1d9ef05370&fccid=b85c5070c3d3d8c8,,,0,more than 30 days ago,0,17
7941,AECOM,1840.0,"Dallas, TX",3.6,"Bachelor's degree in relevant scientific discipline (e.g., environmental science, soil science, agriculture, geology or any scientific related field)....",Entry Level Environmental Scientist,http://www.indeed.com/rc/clk?jk=a1584820afe4558f&fccid=bafa4b35e9cd20ce,,,0,13-18 days ago,1,17
7942,Joseph Michaels International,,"Dallas, TX",,"Food, quality, manufacturing, technology, technologies, research, development, marketing, science, sensory, senses, development, management, leadership,...",Food Sensory Scientist,http://www.indeed.com/rc/clk?jk=61d9ff7a639f74bd&fccid=5117ddacfa1d6b2a,,,0,1-6 days ago,0,17
7943,Quality Assurance,36.0,"Dallas, TX",3.7,"Works with Microbiology scientists and management for out-of-spec investigations, environmental excursions, and other microbial contamination issues to identify...",Asst Scientist Micro QC,http://www.indeed.com/rc/clk?jk=54f67667e78c5512&fccid=373dcbccf371842c,,,0,more than 30 days ago,1,17
7944,"Peloton Therapeutics, Inc.",,"Dallas, TX",,"Protocols, clinical reports, clinical. PK/PD clinical data collection and. Scientist will support exploratory clinical development....",Clinical Scientist,http://www.indeed.com/rc/clk?jk=eb4b9d986a0af7b7&fccid=cfb439b05f075127,,,0,more than 30 days ago,1,17
7945,Capital One,2959.0,"Dallas, TX",3.7,"Here you’ll find hackers, rockers, artists, entrepreneurs, and data scientists. Complete understanding of the regulatory framework applicable to a bank subject...","Director, Assistant General Counsel - Auto Finance",http://www.indeed.com/rc/clk?jk=be690b4245f595f6&fccid=b85c5070c3d3d8c8,,,0,more than 30 days ago,0,17
7946,R&D Product Development,,"Dallas, TX",,"Must be able to apply standard scientific principles, concepts and techniques to develop, design and interpret scientific studies....",Scientist SCR (Clinical,http://www.indeed.com/rc/clk?jk=d30035db5861ae4d&fccid=5725e4b22fc65460,,,0,more than 30 days ago,0,17
7947,UT Southwestern Medical Center,204.0,"Dallas, TX",3.65,"Salary Salary Negotiable. Security This position is security-sensitive and subject to Texas Education Code 51.215, which authorizes UT Southwestern to obtain...",Financial Analyst I - Children's Research Institute,http://www.indeed.com/rc/clk?jk=a07a2d8545e2c2df&fccid=245cecf5f0560d8c,,,0,25-30 days ago,1,17
7948,HDR,126.0,"Dallas, TX",4.25,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",GIS Tchnician,http://www.indeed.com/rc/clk?jk=2432df2d797bb24c&fccid=c3725c584175877c,,,0,more than 30 days ago,1,17
7949,Benchmark Environmental Consultants,,"Dallas, TX",,Benchmark is accepting resumes for an entry-level wetland/environmental scientist. The candidate will have an opportunity to work and grow with our highly...,Wetland/Environmental Scientist,http://www.indeed.com/cmp/Benchmark-Environmental-Consultants/jobs/Wetland-Environmental-Scientist-7773da762a04ec99?r=1&fccid=26e888af4fed6e51,,,0,more than 30 days ago,1,17
7956,Lab Support,55.0,"Dallas, TX",3.65,"This person will support Plant QC Managers, Manufacturing Systems Engineers and Scientists, and leaders in their efforts to achieve and maintain standards and...",Food Safety and Sanitation Specialist,http://www.indeed.com/rc/clk?jk=9ca7e78d7bfd284c&fccid=282599d3d781a535,,,0,19-24 days ago,0,18
7957,Nokia Siemens Networks,797.0,"Dallas, TX",4.25,"Provides leadership, senior level solution consulting service and ideas of the future direction of business, information technology and industry trends in...",Senior Systems Integration Solution Consultant,http://www.indeed.com/rc/clk?jk=6c6f6c93b05f0e69&fccid=523c59ecb97d1eb7,,,0,more than 30 days ago,0,18
7958,"SCHRYVER MEDICAL, LLC",,"Dallas, TX",,Must be a registered or certified Medical Technologist or Clinical Laboratory Scientist or meet equivalency standards under the Clinical Laboratory Improvement...,Medical Technologist Night Shift,http://www.indeed.com/rc/clk?jk=7ae266ad63265665&fccid=f62761a9022f7a54,,,0,7-12 days ago,0,18
7959,WHIZTEK CORP,,"Dallas, TX",,PRIMARY ACCOUNTABILITIES Big data Platform Management (50%) · Lead in partnership with SLT on Reporting and Analytics platform architecture and technologies...,Big Data architect and BI Governance,http://www.indeed.com/rc/clk?jk=0ae0b43d00c9b44a&fccid=4cd2cdff30cb0018,,,0,7-12 days ago,0,18
7960,BMS,72.0,"Dallas, TX",3.65,"The HSL will reactively engage MAIs and market access organizations in clinical dialogue, scientific exchange, and clinical differentiation in conjunction with...","Oncology Health Systems Liaison (TX, OK)",http://www.indeed.com/rc/clk?jk=9535bbb17a85d9bc&fccid=3560f01758c26602,,,0,more than 30 days ago,1,18
7961,"Beckman Coulter, Inc.",247.0,"Dallas, TX",3.55,"For 80 years, our products have been making a difference in peoples’ lives by improving the productivity of medical professionals and scientists, supplying...",Field Service Engineer,http://www.indeed.com/rc/clk?jk=4db52750d0e42aa8&fccid=432c7642003cc768,,,0,more than 30 days ago,1,18
7962,TEKSystems,1404.0,"Dallas, TX",3.7,Experience working alongside data scientists and business owners to produce custom data sets in a timely manner....,Data Engineer,http://www.indeed.com/rc/clk?jk=6879aeacc6bbbee8&fccid=2dd14c87d68d63d8,yearly,90000.0,0,13-18 days ago,0,18
7963,HDR,126.0,"Dallas, TX",4.25,"Manage project insurance matters. We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists,...",Project Accountant,http://www.indeed.com/rc/clk?jk=6285764e9fd929ac&fccid=c3725c584175877c,,,0,in the last day,1,18
7964,R&D Product Development,,"Dallas, TX",,"Participates on project, research, and organizational teams and interacts directly with Product Development, US/Global Brand Development, Brand Marketing,...",Sr Scientist CPI (Consumer & Product Insights),http://www.indeed.com/rc/clk?jk=7bc860116cd2cd56&fccid=5725e4b22fc65460,,,0,more than 30 days ago,0,18
7965,Daisy Brand,12.0,"Dallas, TX",3.65,"This person will support Plant QC Managers, Manufacturing Systems Engineers and Scientists, and leaders in their efforts to achieve and maintain standards and...",Corporate Food Safety and Sanitiation Specialist,http://www.indeed.com/cmp/Daisy-Brand/jobs/Corporate-Food-Safety-Sanitiation-Specialist-c6b03d5d361d0368?r=1&fccid=aa28f7d796d90c53,,,0,more than 30 days ago,1,18
7985,Mary Kay,1417.0,"Dallas, TX",4.45,"Must be able to apply standard scientific principles, concepts and techniques to develop, design and interpret scientific studies....",Scientist SCR (Clinical,http://www.indeed.com/rc/clk?jk=f91792aae76e69cc&fccid=e2df91eb3ab0dd5a,,,0,19-24 days ago,1,20
7986,Whiztek Corp,,"Dallas, TX",,PRIMARY ACCOUNTABILITIESBig data Platform Management (50%)· Lead in partnership with SLT on Reporting and Analytics platform architecture and technologies road...,Big data Cloud Architect,http://www.indeed.com/rc/clk?jk=15cc8bec4409069e&fccid=4cd2cdff30cb0018,,,0,1-6 days ago,0,20
7987,UT Southwestern Medical Center,204.0,"Dallas, TX",3.65,Defines and analyzes business and/or scientific problems of most complex types which require programming expertise for their solution....,Scientific Programmer I - Radiation Oncology / Medical Physi...,http://www.indeed.com/rc/clk?jk=c31fc57c3a82d61e&fccid=245cecf5f0560d8c,,,0,more than 30 days ago,1,20
7988,UT Southwestern Medical Center,204.0,"Dallas, TX",3.65,"Simmons Comprehensive Cancer Center oversees the development, coordination, and strategic planning for all oncology related clinical, teaching and research...","Physician - Director, Harold C. Simmons Comprehsive Cancer C...",http://www.indeed.com/rc/clk?jk=f23cbf06b06f40f0&fccid=245cecf5f0560d8c,,,0,more than 30 days ago,1,20
7989,NMS Labs,6.0,"Dallas, TX",3.6,"NMS Labs is an ISO accredited independent provider of clinical and forensic toxicology, endocrinology, biology, and criminalistics laboratory services for the...",Forensic Chemist I-III,http://www.indeed.com/rc/clk?jk=9e93398cd6e33bc5&fccid=0b53dbe3f694023a,,,0,more than 30 days ago,0,20
7990,Quest Diagnostics,2083.0,"Dallas, TX",3.65,"""Empowering Better Health with Diagnostic Insights."". Experience reviewing chromatographic data. Experience certifying and releasing clinical lab results...","Technologist, Medical / Scientist - (PT 24hrs, Sat & Sun) Ir...",http://www.indeed.com/rc/clk?jk=8af37c81e5331dda&fccid=d92b4bd583ab3ea9,,,0,more than 30 days ago,0,20
7991,UT Southwestern Medical Center,204.0,"Dallas, TX",3.65,"This position is a member of the Coverage Analysis team who identifies all clinical items or services associated with a particular clinical trial, including...",Clinical Research Finance Analyst - Sponsored Programs Admin...,http://www.indeed.com/rc/clk?jk=173283f82c524273&fccid=245cecf5f0560d8c,,,0,more than 30 days ago,1,20
7992,Volt Workforce Solutions,1528.0,"Dallas, TX",3.6,"Looking for someone who has Data analyst or data scientist in their previous experience. BS degree in Computer science, statistics, mathematics, or a related...",Support Engineer II - R Programming/Linux Administration,http://www.indeed.com/rc/clk?jk=6fa2c58157f7623e&fccid=86c0b4fa6c1398be,hourly,46800.0,0,13-18 days ago,0,20
