,company,number_reviews,search_city,star_rating,summary,title,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page,expensive_city,rating_cat
13184,Draper Laboratory,13.0,"Boston, MA",4.34999975,"Expert in computational modeling and/or machine learning, algorithm development, data analytics *. If this specific job opportunity and the chance to work at a...",Senior Autonomy and Robotics Scientist with Security Clearan...,,,0,13-18 days ago,0,91,1,high_rating
13190,MIT Lincoln Laboratory,14.0,"Boston, MA",4.40000025,"This position requires a computer scientist, engineer, mathematician or human factors engineer to aid in the design, research or development of software or data...",Summer Research Program Intern,,,0,13-18 days ago,0,92,1,high_rating
13191,Forma Therapeutics,0.0,"Boston, MA",,"The successful candidate will independently manage the technical and strategic needs of projects, interface with scientific staff within and outside, including...","Principal Scientist, Immunology",,,0,25-30 days ago,0,92,1,no_rating
13192,"ARIAD Pharmaceuticals, Inc",2.0,"Boston, MA",3.5,"Demonstrated scientific excellence through scientific reports, published articles in peer-reviewed journals, society participation, regulatory filings, and/ or...","Staff Scientist / Senior Staff Scientist, Drug Product Devel...",,,0,more than 30 days ago,0,92,1,low_rating
13195,"Hired by Matrix, Inc.",8.0,"Boston, MA",4.3,We are looking for a scientist passionate about learning and quickly applying new skills to the project needs....,Quantitative Protein LC-MS/MS Scientist,,,0,7-12 days ago,0,92,1,high_rating
13196,Siemens,4216.0,"Boston, MA",4.3,"Successful applicant will be expected to be a subject matter expert at a system level on unit & investment cost-optimized automated machine design, development...","Product Engineer, Sr",,,0,1-6 days ago,0,92,1,high_rating
13197,Celect,0.0,"Boston, MA",,"Founded by MIT professors and based on award winning science on choice modeling, Celect has built an experienced team of data scientists and retail experts, and...",Customer Success Manager,,,0,1-6 days ago,1,92,1,no_rating
13198,Seven Bridges,0.0,"Boston, MA",,"You can help scientists do genomics because you know the field:. You understand the questions that shape the discipline, how scientists address those questions,...",Scientific Project Manager,,,0,more than 30 days ago,0,92,1,no_rating
13199,Volt Workforce Solutions,1547.0,"Boston, MA",3.6,"As a Biostatistician, is a key player in the ""Big Data"" development project and contribute, through the design and execution of clinical research studies in...","Biostatistician- Woburn, MA",,,0,1-6 days ago,0,92,1,low_rating
13205,Jobspring Partners,14.0,"Boston, MA",3.25,"This hire will be responsible for implementing deep learning techniques used on massive, distributed complex data sets as well as developing novel predictive...",Deep Learning Engineer,yearly,170000.0,0,more than 30 days ago,1,93,1,low_rating
13207,Juno Therapeutics,0.0,"Boston, MA",,This effort will support ongoing discovery and clinical development programs. A scientific commitment to unravel the biology behind CAR T cells in complex tumor...,"Scientist/Sr. Scientist, Tumor Microenvironment",,,0,more than 30 days ago,0,93,1,no_rating
13208,"Integrated Management Resources, LLC",0.0,"Boston, MA",,Premier Asset Manager in Boston has an opening for a Quant Research Analyst for it's team doing bottom up research and analysis of global equities. Ideal,Equity Quant Research Analyst,,,0,more than 30 days ago,1,93,1,no_rating
13209,AstraZeneca,593.0,"Boston, MA",4.3,You’ll interact and collaborate with scientists across AstraZeneca global sites and with external collaborators and will prepare publications and present...,Postdoctoral Research Associate – Neuroscience IMED (3 openi...,,,0,more than 30 days ago,0,93,1,high_rating
13210,Amec Foster Wheeler,509.0,"Boston, MA",3.7,"Project management and team development. Race, colour, age, religion, gender, national origin, disability, sexual orientation, gender identity, protected...",Senior Air Quality Engineer or Scientist,,,0,more than 30 days ago,0,93,1,low_rating
13211,Tighe & Bond,0.0,"Boston, MA",,"Data tabulation and evaluation. As an Environmental Scientist, you will be involved in site assessment, remediation, brownfields and solid waste projects....",Environmental Scientist - entry level,,,0,more than 30 days ago,0,93,1,no_rating
13212,Pfizer Inc.,1900.0,"Boston, MA",4.34999975,"Demonstrated experience applying computational approaches to deliver insights and hypotheses, e.g., multivariate, Bayesian and machine learning approaches....","Senior Principal Scientist- Computational Biologist,1040790",,,0,more than 30 days ago,0,93,1,high_rating
13213,"Wiss, Janney, Elstner Associates",0.0,"Boston, MA",,"(WJE) is the nation’s premier team of expert architects, structural engineers, and materials scientists solving the problems of contemporary and historic...",Student Intern - Winter 2016 & Summer 2017,,,0,more than 30 days ago,1,93,1,no_rating
13214,NIBR,0.0,"Boston, MA",,"In the capacity of AWS Architect, you will work with other architects, developers, bioinformaticians and data scientists as well as management on a variety of...",Amazon Web Services (AWS) Architect,,,0,more than 30 days ago,0,93,1,no_rating
13220,Green Key Resources,28.0,"Boston, MA",4.40000025,O On an as-needed basis write nonclinical study reports in coordination with the Project Team Leader and contributing scientists with minimal supervision....,Scientific Writer III,,,0,more than 30 days ago,0,94,1,high_rating
13221,Pfizer Inc.,1900.0,"Boston, MA",4.34999975,"BSc with 3 plus years relevant laboratory experience, MSc with at least 1 plus years relevant laboratory experience Industry experience with a focus in...",Senior Associate Scientist – Protein Expression,,,0,more than 30 days ago,0,94,1,high_rating
13222,Vertex Pharmaceuticals,38.0,"Boston, MA",3.65,"Figures, and listings reporting and submitting the results of clinical trials. Biostatisticians and Statistical Programmers to create CDISC data sets, tables,....",Temporary Senior Statistical Programmer,,,0,13-18 days ago,1,94,1,low_rating
13223,Morpho Detection,13.0,"Boston, MA",3.45,"As a Computational Scientist in the Machine Vision group, you will help our team write, optimize and maintain algorithms on computed tomography (CT) explosives...",Sr. Computational Scientist,,,0,more than 30 days ago,0,94,1,low_rating
13224,A123 Systems,42.0,"Boston, MA",3.35,"Additionally, the candidate must display the ability to effectively utilize a diverse scientific staff ranging from PhD scientists to skilled technicians....",Manager High Power R&D Programs,,,0,more than 30 days ago,0,94,1,low_rating
13225,Shire,173.0,"Boston, MA",3.65,"Provides medical expert safety review input into all critical documents for clinical development of products (e.g., protocols and amendments, ICFs, IBs, IMPDs,...","Global Safety Lead, Global Drug Safety (Sr. Director)",,,0,more than 30 days ago,0,94,1,low_rating
13226,i3,8.0,"Boston, MA",3.65,Provide scientific direction and guide project execution in collaboration with the project manager....,Epidemiologist III,,,0,more than 30 days ago,1,94,1,low_rating
13227,Pfizer Inc.,1900.0,"Boston, MA",4.34999975,"All over the world, Pfizer colleagues work together to positively impact health for everyone, everywhere....",Senior Scientist in Project Progression and Biochemistry Lin...,,,0,more than 30 days ago,0,94,1,high_rating
13228,WSP | Parsons Brinckerhoff,6.0,"Boston, MA",3.5,"Approximately 34,500 employees, including engineers, technicians, scientists, architects, planners, surveyors, program and construction management professionals...",Survey Instrument Operator,,,0,more than 30 days ago,0,94,1,low_rating
13229,"Intellia Therapeutics, Inc",0.0,"Boston, MA",,"Intellia Therapeutics was founded in 2014 by Caribou Biosciences and Atlas Venture, along with a consortium of leading scientists who have helped define the...","Director, Financial Planning & Analysis",,,0,more than 30 days ago,0,94,1,no_rating
13235,Inotek Pharmaceuticals,0.0,"Boston, MA",,"This position will report to the VP of Clinical Development, and will support the Medical Directors and other Clinical Development colleagues in the delivery of...",Clinical Development Lead,,,0,more than 30 days ago,0,95,1,no_rating
13236,The MathWorks,40.0,"Boston, MA",4.25,"Leveraging the MathWorks technology stack from the C++ back end through to the HTML5 and MATLAB front end, you will help create novel ways of representing,...",Senior C++ Software Engineer,,,0,more than 30 days ago,0,95,1,high_rating
13237,Vertex Pharmaceuticals,38.0,"Boston, MA",3.65,"Responsible for maintaining excellent working knowledge of medical data, the design and phases of clinical trials, statistics, relevant regulatory requirements,...",Principal Statistical Programmer / Associate Director,,,0,more than 30 days ago,1,95,1,low_rating
13238,McLean Hospital(MCL),0.0,"Boston, MA",,"Working very independently, under very general supervision, manages incoming medical records from brain donors, assists in collecting them, gathers clinical and...",Clinical Liaison - On-Call,,,0,more than 30 days ago,0,95,1,no_rating
13239,Takeda Pharmaceuticals,294.0,"Boston, MA",4.25,"Experience with in vivo preclinical and clinical ADME studies and understanding of clearance route, mechanism and the role of metabolism will is essential....","Senior Scientist I, DMPK",,,0,more than 30 days ago,0,95,1,high_rating
13240,Morpho Detection,13.0,"Boston, MA",3.45,"Effective communication skills, both written and verbal, to communicate with scientists, electrical and mechanical engineers, program management, quality, and...",Software Engineer,,,0,more than 30 days ago,0,95,1,low_rating
13241,Boston University,186.0,"Boston, MA",4.3,"This person should have a good grasp of the scientific method in terms of developing, designing and conducting research projects with proper controls, including...","SENIOR TECHNICIAN, MED School of MEDICINE",,,0,more than 30 days ago,1,95,1,high_rating
13242,Pfizer Inc.,1900.0,"Boston, MA",4.34999975,"All over the world, Pfizer colleagues work together to positively impact health for everyone, everywhere....",Senior Scientist Microbiome Research;1040517,,,0,more than 30 days ago,0,95,1,high_rating
13243,24M Technologies,0.0,"Boston, MA",,"Successful candidates for this position MUST have a proven hands-on track record of solving complex design problems, including problem identification,...",Mechanical Engineer,,,0,19-24 days ago,0,95,1,no_rating
13244,NIBR,0.0,"Boston, MA",,The high quality data generated will directly impact the discovery of therapies and provide a major contribution to the design of future clinical trials....,"BS/MS Scientist, Exploratory Immuno-oncology",,,0,more than 30 days ago,0,95,1,no_rating
13250,TrueMotion,0.0,"Boston, MA",,"The developer in this position would join a small team of server back end developers and work closely with mobile developers, web front end developers, and data...",Software Engineer: Server Back End,,,0,1-6 days ago,1,96,1,no_rating
13251,"RISI, Inc.",0.0,"Boston, MA",,"Coordinate data requirements with data group. Respond to client data requests. Maintain and manage databases. Execute routines to compile, check, and store data...",Research Analyst,,,0,7-12 days ago,0,96,1,no_rating
13252,Harvard University,309.0,"Boston, MA",4.40000025,"Based on the Harvard Medical School Longwood Campus, Catalyst is part of a vibrant community of scientists, physicians, students, engineers, and staff whose...",Administrative and Operations Coordinator,,,0,more than 30 days ago,1,96,1,high_rating
13253,Astellas Pharmaceuticals,50.0,"Boston, MA",3.6,"AIRM has a world-class R&D team, and is pursuing a diverse range of disease indications, ranging from macular degeneration (currently in clinical trials) and...","Sr. Scientist, Regenerative Medicine",,,0,more than 30 days ago,0,96,1,low_rating
13254,Shire,173.0,"Boston, MA",3.65,"Knowledge of theories, concepts, principles and techniques of relevant scientific areas is also highly desired....","Senior Scientist, Characterization US Team",,,0,more than 30 days ago,0,96,1,low_rating
13255,Biogen,247.0,"Boston, MA",4.34999975,"Develop and maintain relationships with program counterparts in Clinical Development, Pre-Clinical Safety, Research, Regulatory, Clinical Operations, Clinical...",Drug Safety Physician,,,0,1-6 days ago,0,96,1,high_rating
13256,Commonwealth Sciences,0.0,"Boston, MA",,"CWS works with a variety of disciplines and levels from Research Associates to Scientists, Engineers, Managers and Directors....",Research Associate,,,0,7-12 days ago,1,96,1,no_rating
13257,Staples,5647.0,"Boston, MA",3.6,The Senior Operations Research Scientist is responsible for applying advanced analytical methods to improve decision-making across the Staples’ Supply Chain....,Sr Operations Research Scientist,,,0,more than 30 days ago,0,96,1,low_rating
13258,"Foundation Medicine, Inc.",0.0,"Boston, MA",,"We are seeking a highly-motivated scientist to uncover important biological and clinical insights from our database of over 100,000 sequenced real-world tumor...","Scientist, Cancer Genomics – Biological/Clinical Interpretat...",,,0,more than 30 days ago,0,96,1,no_rating
13259,"Hired by Matrix, Inc.",8.0,"Boston, MA",4.3,Good communicate skills required as she/he will be working with a team of scientists of 4 internally and postdocs at MIT to report progresses and provide...,Bench Scientist,,,0,1-6 days ago,0,96,1,high_rating
13265,Amazon Corporate LLC,10517.0,"Boston, MA",3.6,"Solid Machine Learning background and familiar with standard speech and machine learning techniques. Amazon is looking for a passionate, talented, and inventive...",Sr. Speech Scientist,,,0,more than 30 days ago,0,97,1,low_rating
13266,Precision For Value,3.0,"Boston, MA",3.4,"At Precision, you will collaborate with teams that include former payers, data scientists, health economists, marketing strategists, and promotional...",Group Account Supervisor,,,0,25-30 days ago,1,97,1,low_rating
13267,Pfizer Inc.,1900.0,"Boston, MA",4.34999975,Plus >6 years of experience in relevant scientific field (i.e. Ensure all tasks and responsibilities are carried out according to scientific and ethical...,Biomarker Discovery LCMS Lab Scientist (Sr. Scientist);10377...,,,0,more than 30 days ago,0,97,1,high_rating
13268,Morpho Detection,13.0,"Boston, MA",3.45,Engage in daily discussion with scientists on the lab floor and regularly provide verbal and written status updates....,Embedded Software Engineer,,,0,more than 30 days ago,0,97,1,low_rating
13269,SBGrid Consortium / Harvard Medical School,0.0,"Boston, MA",,Additional responsibilities include working with scientific software developers to integrate new applications into the software collection.The scientific...,Bioinformatics Software Specialist II,,,0,1-6 days ago,1,97,1,no_rating
13270,UTC Aerospace Systems,606.0,"Boston, MA",3.65,"Photogrammetry (for mensuration, resectioning and/or target point generation), geometric sensor models, vision-based object detection and tracking, multi...",Senior Image Scientist,,,0,more than 30 days ago,0,97,1,low_rating
13271,GE Healthcare,712.0,"Boston, MA",4.25,"GE Healthcare Life Sciences has an exciting opportunity available for a highly motivated, ambitious and inspiring Global R&D Leader to manage a team of R&D...",Cell Therapy R&D Leader,,,0,13-18 days ago,0,97,1,high_rating
13272,Alnylam,0.0,"Boston, MA",,"Clinical, Commercial) and will establish and manage project plans for. Clinical, Commercial) to establish project plan and timeline for....","Director, Device Platform Management",,,0,more than 30 days ago,0,97,1,no_rating
13273,Domeyard LP,0.0,"Boston, MA",,"Send resume + cover letter to careers @ domeyard . Familiarity with lock-free and wait-free data structures. Benchmarking, profiling and performance tuning of...",High Performance Computing Scientist needed for HFT Firm,yearly,120000.0,0,more than 30 days ago,1,97,1,no_rating
13274,Beckman Coulter,249.0,"Boston, MA",3.55,"For 80 years, our products have been making a difference in peoples’ lives by improving the productivity of medical professionals and scientists, supplying...",Field Service Engineer,,,0,more than 30 days ago,1,97,1,low_rating
13279,Sanofi,1425.0,"Boston, MA",4.3,The Director will manage research teams supported by multidisciplinary platforms and scientists based in the Boston area and around the globe....,"Director/Senior Director, Innate Immunity Cluster, Immunolog...",,,0,more than 30 days ago,0,98,1,high_rating
13280,Novartis Pharmaceuticals,889.0,"Boston, MA",4.3,"Accountable for the biomarker/CDx portions of key IO clinical documents including Clinical Development Plan, Clinical Study Protocols, Investigator Brochures,...",Precision Medicine Director -IO,,,0,more than 30 days ago,0,98,1,high_rating
13281,Bruker,8.0,"Boston, MA",3.25,"Ability to communicate with engineers and scientists of other disciplines such as software engineers, MEs, physicists, and chemists, both within the project and...",Senior Electronic Technician (Temporary),,,0,more than 30 days ago,0,98,1,low_rating
13282,bluebird bio,0.0,"Boston, MA",,"MS in molecular biology, cell biology, immunology, virology or related discipline and at least 3 years of pre- or post- Master’s degree industry experience as a...","Sr. Associate Scientist, Molecular & Cell Biology",,,0,13-18 days ago,0,98,1,no_rating
13283,Shire,173.0,"Boston, MA",3.65,Manage external vendors required to deliver on project goals. Deep expertise in specific MoA/pathways relevant to treatment of rare ocular disorders is ideal....,"Senior Scientist, Ocular Biology Discovery Research",,,0,19-24 days ago,0,98,1,low_rating
13284,"New England Biolabs, Inc.",9.0,"Boston, MA",4.25,Publication of original scientific work in high-quality journals. Expertise in next generation sequencing from sample preparation to data analysis....,Development Scientist I,,,0,more than 30 days ago,0,98,1,high_rating
13285,Procter & Gamble,1802.0,"Boston, MA",4.3,"Our science, Scientists, Engineers, and. Technicians work with engineers to create test plans, execute tests, analyze data and generate hands-on observations...",Research and Development - Gillette Research Technician,,,0,more than 30 days ago,1,98,1,high_rating
13286,Indam Inc.,0.0,"Boston, MA",,"Demonstrated expertise in cell based assays and relevant methods, experimental design and instrumentation demonstrated by delivery and interpretation of data...",Senior Scientist,,,0,more than 30 days ago,0,98,1,no_rating
13287,AER,0.0,"Boston, MA",,"AER remote sensing scientists work in diverse areas including radiative transfer and retrieval of atmospheric constituents, cloud, and surface properties from...",Atmospheric Remote Sensing and Radiative Transfer Scientist,,,0,more than 30 days ago,0,98,1,no_rating
13288,Array BioPharma,5.0,"Boston, MA",3.45,"They will work collaboratively with Biostatistics and Data Management, Clinical Science, Clinical Pharmacology, Regulatory, Drug Safety and our CRO to ensure...",Senior Statistical Programmer,,,0,more than 30 days ago,0,98,1,low_rating
13294,"Decibel Therapeutics, Inc.",0.0,"Boston, MA",,Manage scientists with special emphasis on scientific mentoring and career development. Experience in the management and development of scientists....,"Director/Senior Director, Biochemistry",,,0,more than 30 days ago,0,99,1,no_rating
13295,nuTonomy,0.0,"Boston, MA",,We are seeking highly talented Computer Vision - Research Scientists focused on computer vision & machine learning to support a variety of teams....,Computer Vision - Research Scientist,,,0,more than 30 days ago,0,99,1,no_rating
13296,BAE Systems,1744.0,"Boston, MA",3.7,"Pattern learning, data mining, normalcy modeling and anomaly detection; The ideal candidate shall have demonstrated the ability to be an individual contributor...","Chief Scientist: Fusion, Battle Management, and Computing",,,0,13-18 days ago,0,99,1,low_rating
13299,ProteinSimple,0.0,"Boston, MA",,The candidate will be a key member of a team of Field Applications Scientists responsible for providing pre- and post-sales applications and technical support...,Field Application Specialist- Boston,,,0,more than 30 days ago,1,99,1,no_rating
13302,Northeastern University,202.0,"Boston, MA",4.40000025,"The Staff Scientist will manage the scientific, communications, and organizational functions of the Ocean Genome Legacy non-profit biorepository of marine DNA...",Staff Scientist - Collections,,,0,more than 30 days ago,1,99,1,high_rating
13308,Jounce Therapeutics,0.0,"Boston, MA",,The successful candidate will assist in defining the clinical strategy and creation of the clinical and integrated development plans for multiple oncology...,"ASSOCIATE DIRECTOR, CLINICAL DEVELOPMENT (CLINICAL SCIENTIST...",,,0,25-30 days ago,0,100,1,no_rating
13311,Pfizer Inc.,1900.0,"Boston, MA",4.34999975,"Deep scientific knowledge in either immunology, oncology or neuroscience. The successful candidate is required to be very familiar with next generation...",Postdoc in Single cell RNA-seq Data Analysis;1041603,,,0,more than 30 days ago,0,100,1,high_rating
13312,Takeda Pharmaceuticals,294.0,"Boston, MA",4.25,"Design, implement and execute state-of-the-art bioinformatic tools for the collection, curation, analysis, mining and visualization of complex biological data....","Computational Biologist, DSRE",,,0,more than 30 days ago,0,100,1,high_rating
13313,Morpho Detection,13.0,"Boston, MA",3.45,"Effective communication skills, both written and verbal, to communicate with scientists, electrical and mechanical engineers, program management, quality, and...",Principal Software Engineer,,,0,more than 30 days ago,0,100,1,low_rating
13314,Reed Elsevier,34.0,"Boston, MA",3.6,"Data, Trends, and Analyses:. We help scientists make new discoveries, lawyers win cases, doctors save lives, and executives forge commercial relationships with...","Manager, Tax",,,0,more than 30 days ago,0,100,1,low_rating
13315,Draper Laboratory,13.0,"Boston, MA",4.34999975,Our multidisciplinary teams of engineers and scientists work in a collaborative environment that inspires the cross-fertilization of ideas necessary for true...,HRIS Operations Specialist with Security Clearance,,,0,13-18 days ago,0,100,1,high_rating
13316,Brigham & Women's Hospital(BWH),0.0,"Boston, MA",,The Technical Specialist will work under the supervision of the Senior Investigator as part of a team of clinicians and scientists working on multiple clinical...,TECHNICAL SPECIALIST / 40 HOURS / DAYS / BWH - CARDIOVASCULA...,,,0,more than 30 days ago,1,100,1,no_rating
13317,Biogen,247.0,"Boston, MA",4.34999975,Analyze data and present results at group meetings and conferences. The company will focus on advancing pipeline programs to address areas of unmet medical need...,"Bioverativ - Associate Scientist II / III, Sickle Cell Resea...",,,0,25-30 days ago,0,100,1,high_rating
13323,EMD Group,0.0,"Boston, MA",,The candidate will develop strategies for characterizing novel molecules as well support the analytics group by identifying unknown chromatography peaks or gel...,"Scientist / Sr. Scientist, Analytical Development PCS (14754...",,,0,more than 30 days ago,0,101,1,no_rating
13324,Genzyme,163.0,"Boston, MA",3.6,"You will interact with research scientists on biomarker discovery, mechanism of action, and disease biology projects at every stage of the project, from...","Senior Principal Scientist, Genomics",,,0,more than 30 days ago,0,101,1,low_rating
13325,"Concert Pharmaceuticals, Inc.",0.0,"Boston, MA",, Summarize data and scientific findings in presentations and reports.  Work with vendors to ensure sound analytical data and results are reported....,"Scientist/Senior Scientist, Analytical Chemistry",,,0,more than 30 days ago,0,101,1,no_rating
13326,University of Massachusetts Medical School,62.0,"Boston, MA",3.55,"Requires a PhD in a relevant scientific discipline such as Chemical Engineering, Biochemistry, Molecular Biology, or other relevant field and a minimum of 5...","Associate Director, Process Development",,,0,more than 30 days ago,0,101,1,low_rating
13327,Shire,173.0,"Boston, MA",3.65,"As such, this role is highly visible and cross-functional, with an opportunity to generate scientific knowledge while advancing novel therapeutics to address...",Process Stability and Attribute Sciences Lead,,,0,more than 30 days ago,0,101,1,low_rating
13328,Genzyme,163.0,"Boston, MA",3.6,"Demonstrate insight on important new technologies and published literature, attend external scientific forums, and publish in relevant bioprocess journals....",Bioprocess Development Scientist,,,0,more than 30 days ago,0,101,1,low_rating
13329,Massachusetts General Hospital(MGH),383.0,"Boston, MA",4.45,Over 100 scientists and clinicians engage in multiple scientific disciplines to solve everyday challenges in clinical medicine....,Senior Credentialing Coordinator - Department of Surgery,,,0,25-30 days ago,1,101,1,high_rating
13330,Workbridge Associates,28.0,"Boston, MA",3.45,The company members include a diverse pool varying from finance professionals to developers and even scientists from more than 180 countries around the world....,DevOps Engineer,yearly,127500.0,0,more than 30 days ago,1,101,1,low_rating
13331,Pfizer Inc.,1900.0,"Boston, MA",4.34999975,"Laboratory data generated in support of commercial and clinical manufacturing. All over the world, Pfizer colleagues work together to positively impact health...","Quality Control Scientist II, Microbiology",,,0,1-6 days ago,0,101,1,high_rating
13338,Shire,173.0,"Boston, MA",3.65,"The position will actively participate in Process Development Project Teams and/or clinical stage CMC Teams, as appropriate....",Principal DP Development Scientist,,,0,more than 30 days ago,0,102,1,low_rating
13339,NIBR,0.0,"Boston, MA",,"5.Serve as a member of the CS&I review panel for the NIBR Scientific Review Committee (SRC) and the Clinical Operations Board (COB), providing robust scientific...","Associate Director, Clinical Sciences and Innovation",,,0,19-24 days ago,0,102,1,no_rating
13340,EMD,31.0,"Boston, MA",4.3,"Develop and prepare clinical development plans, study concept sheets, and study protocols in collaboration with clinical and project team members for assigned...","Senior Medical Director, ImmunoOncology Clinical Development",,,0,13-18 days ago,0,102,1,high_rating
13343,Pfizer Inc.,1900.0,"Boston, MA",4.34999975,"BA/ BS in scientific discipline and/ or 0-2 years of relevant experience. All over the world, Pfizer colleagues work together to positively impact health for...",Solution Chemistry Associate Scientist,,,0,more than 30 days ago,0,102,1,high_rating
13344,Vertex Pharmaceuticals,38.0,"Boston, MA",3.65,At least 3 years’ direct experience as project manager. Advanced understanding of the clinical development process....,Associate Director Pharmacovigilance Scientist,,,0,more than 30 days ago,1,102,1,low_rating
13345,NIBR,0.0,"Boston, MA",,"Responsible for supporting, under the guidance of the Clinical Scientist, all aspects of the management and clinical execution of early phase clinical trials...","Associate Clinical Operations Lead, Clinical Sciences & Inno...",,,0,19-24 days ago,0,102,1,no_rating
13346,Pfizer Inc.,1900.0,"Boston, MA",4.34999975,"As a strong collaborator and based on demonstrated project impact, develop deep partnerships in a matrix environment, influencing project strategies....",LCMS Principal Scientist – BioMedicine Design,,,0,13-18 days ago,0,102,1,high_rating
14821,Indeed Prime,0.0,"Austin, TX",,"Expert in Python and core libraries used by data scientists (Numpy, Scipy, Pandas, Scikit-learn, Matplotlib/Seaborn, etc.)....",Data Scientist,,,1,,1,1,0,no_rating
14822,CDK Global,83.0,"Austin, TX",3.4,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",Software Engineer IV - Data Science,,,1,,1,1,0,low_rating
14823,Amazon Corporate LLC,10517.0,"Austin, TX",3.6,"Together with a highly multi-disciplinary team of scientist, engineers, strategic partners, product managers and subject domain experts you will work on...",Data Scientist- Relocation Opportunity,,,1,,0,1,0,low_rating
14824,University of Texas at Austin,421.0,"Austin, TX",4.45,Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information at the...,Research Associate - R and D Data Scientist,monthly,97494.0,0,1-6 days ago,1,1,0,high_rating
14825,SparkCognition,0.0,"Austin, TX",,"We are looking for a collaborative, self-starting, hungry Data Scientist to join our team of engineers, data scientists, and designers to deliver the next...",Data Scientist,,,0,more than 30 days ago,1,1,0,no_rating
14826,Vectra Networks,0.0,"Austin, TX",,"Successfully applied machine learning, statistical methods, data mining to academic/work projects. Be on the leading edge of applying machine learning and data...",Data Scientist,,,0,19-24 days ago,1,1,0,no_rating
14827,Luna Data Solutions,0.0,"Austin, TX",,"Machine Learning Engineer. 100% paid employee health, dental, life, and vision insurance. Experience of knowledge of advanced ML techniques (Bayesian networks,...",Machine Learning Engineer (Jr.),,,0,13-18 days ago,1,1,0,no_rating
14828,HomeAway,54.0,"Austin, TX",4.40000025,"Data Analytics is responsible for building the analytics platform, tools, and solutions in real-time streaming and batch mode to enable HomeAway’s internal...",Big Data Analytics Architect,,,0,1-6 days ago,1,1,0,high_rating
14829,Concordia University Texas,11.0,"Austin, TX",4.5,The course will involve 3 hours of lecture and 2 hours of lab. The Department of Computer Science at Concordia University Texas main campus is looking for a...,Computer Science - Data Structures & Algorithm Analysis,,,0,19-24 days ago,1,1,0,high_rating
14830,Qcue,0.0,"Austin, TX",,"Health, dental, and vision insurance plans. Qcue is looking for a data scientist with a strong background in statistics and an interest in software development...",Data Scientist,,,0,19-24 days ago,1,1,0,no_rating
14831,Indeed,142.0,"Austin, TX",4.5,"How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. We are looking for a mixture between a statistician, scientist,...",Data Scientist,,,0,25-30 days ago,1,1,0,high_rating
14832,HomeAway,54.0,"Austin, TX",4.40000025,The Revenue Management team at HomeAway is growing fast andadding a Data Scientist to the mix. Experience building various machine learning models...,Senior Data Scientist - Revenue Management,,,0,13-18 days ago,1,1,0,high_rating
14833,General Assembly,80.0,"Austin, TX",4.40000025,"Our Data Science Immersive course is a brand-new, life-changing educational experience where students leave with the skills and mindsets to take on new careers...",Data Science Immersive Instructor,,,0,13-18 days ago,1,1,0,high_rating
14834,Amazon Corporate LLC,10517.0,"Austin, TX",3.6,"Working with scientists and other engineers to investigate design approaches, prototype new technology, and evaluate technical feasibility....","AI Research/Software Development Engineer, Alexa Artificial...",,,1,,0,1,0,low_rating
14835,Predictive Science,0.0,"Austin, TX",,This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the...,Data Scientist,,,1,,0,1,0,no_rating
14840,Apple,2687.0,"Austin, TX",4.40000025,The Apple Analytic Insight team encourages scientists to stay abreast of data science research by attending conferences and working with academic faculty and...,Data Mining Scientist,,,0,19-24 days ago,1,2,0,high_rating
14841,University of Texas at Austin,421.0,"Austin, TX",4.45,"Interest and ability in integrating research results with other scientists. Strong record of scientific publication, research performance, professional...",Research Scientist,monthly,109998.0,0,7-12 days ago,1,2,0,high_rating
14842,Main Street Hub,34.0,"Austin, TX",3.25,"Deep knowledge of machine learning, statistics, optimization, or related field. Data driven insights about their consumers and their business - insights they...",Data Scientist,,,0,more than 30 days ago,1,2,0,low_rating
14843,ViaSat,64.0,"Austin, TX",3.6,"The Data Scientist will perform statistical analysis and inference, data modeling, clustering and predictive analysis....",Data Scientist (S),,,0,more than 30 days ago,1,2,0,low_rating
14844,SparkCognition,0.0,"Austin, TX",,"SparkCognition is looking for a collaborative, self-starting, hungry Data Scientist to join our team of engineers, data scientists, and designers to deliver the...",Senior Data Scientist,,,0,more than 30 days ago,1,2,0,no_rating
14845,Moxie Software,5.0,"Austin, TX",3.35,Demonstrated experience developing ideas and taking them to practice Demonstrated experience bringing data science from research through to production and...,Lead Data Engineer,,,0,1-6 days ago,1,2,0,low_rating
14846,Teradata,84.0,"Austin, TX",3.7,"This position requires both broad and deep knowledge of machine learning algorithms, advanced analytics practices and technology including parallel processing,...",Chief Data Scientist,,,0,1-6 days ago,1,2,0,low_rating
14847,Wargaming America,0.0,"Austin, TX",,As a member of the Wargaming analytics and business intelligence team you will work closely with analysts and engineers to provide expertise in the areas of...,Data Scientist,,,0,more than 30 days ago,1,2,0,no_rating
14848,NVIDIA,101.0,"Austin, TX",4.34999975,Research Scientist for Computer Vision / Machine Learning. And depth in data parallel architectures and computer vision or machine learning....,Research Scientist for Computer Vision / Machine Learning,,,0,more than 30 days ago,1,2,0,high_rating
