,artist,track,length,genre,date_entered,date_peaked,weeks_on_chart,best_ranking,weeks_to_peak,Week,Ranking
8932,Smash Mouth,Then The Morning Comes,3.06666666667,Rock,1999-10-30,2000-01-29,26,11.0,13.0,29th_week,
8933,Jay-Z,I Just Wanna Love U (Give It 2 Me),3.83333333333,Rap,2000-10-28,2000-12-30,21,11.0,9.0,29th_week,
8934,Jagged Edge,Let's Get Married,4.38333333333,Rock,2000-05-06,2000-07-29,24,11.0,12.0,29th_week,
8935,Filter,Take A Picture,4.38333333333,Rock,1999-11-27,2000-02-05,20,12.0,10.0,29th_week,
8936,"Martin, Ricky",She Bangs,4.03333333333,Latin,2000-10-07,2000-12-02,18,12.0,8.0,29th_week,
8937,Mystikal,Shake Ya Ass,4.76666666667,Rap,2000-08-12,2000-10-28,20,13.0,11.0,29th_week,
8938,BBMak,Back Here,3.58333333333,Rock,2000-04-29,2000-07-29,31,13.0,13.0,29th_week,42.0
8939,"Spears, Britney",From The Bottom Of My Broken Heart,4.5,Rock,2000-01-29,2000-02-26,20,14.0,4.0,29th_week,
8940,Third Eye Blind,Never Let You Go,3.95,Rock,2000-01-22,2000-04-01,22,14.0,10.0,29th_week,
8941,Red Hot Chili Peppers,Otherside,4.21666666667,Rock,2000-02-12,2000-05-27,22,14.0,15.0,29th_week,
8942,Profyle,Liar,3.95,R&B,2000-09-16,2000-10-28,20,14.0,6.0,29th_week,
8943,Barenaked Ladies,Pinch Me,3.76666666667,Rock,2000-09-09,2000-11-25,21,15.0,11.0,29th_week,
8944,Jagged Edge,He Can't Love U,3.5,Rock,1999-12-11,2000-01-08,20,15.0,4.0,29th_week,
8945,504 Boyz,Wobble Wobble,3.58333333333,Rap,2000-04-15,2000-05-06,18,17.0,3.0,29th_week,
8946,Sting,Desert Rose,3.86666666667,Rock,2000-05-13,2000-08-26,26,17.0,15.0,29th_week,
8947,Jay-Z,Big Pimpin',3.91666666667,Rap,2000-04-22,2000-07-08,20,18.0,11.0,29th_week,
8948,Kid Rock,Only God Knows Why,5.45,Rock,2000-02-19,2000-04-15,20,19.0,8.0,29th_week,
8949,Foo Fighters,Learn To Fly,3.91666666667,Rock,1999-10-16,2000-01-22,21,19.0,14.0,29th_week,
8950,"Dixie Chicks, The",Goodbye Earl,4.31666666667,Country,2000-03-18,2000-05-06,15,19.0,7.0,29th_week,
8951,Guy,Dancin',4.13333333333,R&B,1999-12-18,2000-01-01,11,19.0,2.0,29th_week,
8952,Lil Bow Wow,Bounce With Me,3.36666666667,Rap,2000-08-19,2000-09-16,20,20.0,4.0,29th_week,
8953,Westlife,Swear It Again,4.11666666667,Rock,2000-04-01,2000-07-01,20,20.0,13.0,29th_week,
8954,Train,Meet Virginia,3.91666666667,Rock,1999-10-09,2000-01-22,27,20.0,15.0,29th_week,
8955,"Thomas, Carl",I Wish,3.83333333333,Rock,2000-03-25,2000-05-13,20,20.0,7.0,29th_week,
8956,Hanson,This Time Around,4.23333333333,Country,2000-04-22,2000-05-06,7,20.0,2.0,29th_week,
8957,"Simpson, Jessica",I Think I'm In Love With You,3.53333333333,Pop,2000-07-01,2000-08-12,16,21.0,6.0,29th_week,
8958,Ludacris,What's Your Fantasy,4.26666666667,Rap,2000-09-30,2000-12-16,22,21.0,11.0,29th_week,
8959,Lil' Zane,Callin' Me,3.71666666667,Rap,2000-07-29,2000-09-02,13,21.0,5.0,29th_week,
8960,M2M,Don't Say You Love Me,3.68333333333,Pop,1999-11-20,2000-01-08,12,21.0,7.0,29th_week,
8961,SoulDecision,Faded,3.41666666667,Rock,2000-07-08,2000-09-09,24,22.0,9.0,29th_week,
8962,"Brock, Chad",Yes!,3.36666666667,Country,2000-04-08,2000-07-01,20,22.0,12.0,29th_week,
8963,"Martin, Ricky",Shake Your Bon-Bon,3.13333333333,Latin,1999-11-20,2000-02-12,18,22.0,12.0,29th_week,
8964,Vertical Horizon,You're A God,3.75,Rock,2000-08-26,2000-11-04,21,23.0,10.0,29th_week,
8965,Avant,Separated,4.21666666667,Rock,2000-04-29,2000-05-20,20,23.0,3.0,29th_week,
8966,"Rimes, LeAnn",Big Deal,3.05,Country,1999-10-16,2000-01-01,20,23.0,11.0,29th_week,
8967,IMx,Stay The Night,3.61666666667,Rap,1999-10-09,2000-01-08,20,23.0,13.0,29th_week,
8968,Dr. Dre,The Next Episode,2.63333333333,Rap,2000-05-27,2000-07-29,20,23.0,9.0,29th_week,
8969,"Spears, Britney",Lucky,3.38333333333,Rock,2000-08-12,2000-09-09,11,23.0,4.0,29th_week,
8970,Savage Garden,Crash And Burn,4.68333333333,Rock,2000-04-08,2000-05-27,20,24.0,7.0,29th_week,
8971,Kandi,Don't Think I'm Not,3.83333333333,Rock,2000-08-05,2000-10-07,24,24.0,9.0,29th_week,
8972,Sammie,I Like It,4.15,Rock,2000-01-29,2000-04-15,20,24.0,11.0,29th_week,
8973,Goo Goo Dolls,Broadway,3.9,Rock,2000-04-22,2000-07-01,20,24.0,10.0,29th_week,
8974,"Moore, Mandy",I Wanna Be With You,4.2,Pop,2000-06-17,2000-08-12,23,24.0,8.0,29th_week,
8975,Dr. Dre,Forgot About Dre,3.7,Rap,2000-01-22,2000-03-25,20,25.0,9.0,29th_week,
8976,D'Angelo,Untitled (How Does It Feel),7.16666666667,R&B,2000-01-22,2000-02-19,17,25.0,4.0,29th_week,
8977,"Messina, Jo Dee",That's The Way,3.28333333333,Country,2000-06-24,2000-08-26,20,25.0,9.0,29th_week,
8978,Avant,My First Love,4.46666666667,Rock,2000-11-04,2000-12-16,20,26.0,6.0,29th_week,
8979,Son By Four,A Puro Dolor (Purest Of Pain),3.5,Latin,2000-04-08,2000-08-19,26,26.0,19.0,29th_week,
8980,Da Brat,What'Chu Like,3.95,Rap,2000-06-03,2000-08-12,20,26.0,10.0,29th_week,
8981,DMX,Party Up (Up In Here),3.75,Rap,2000-02-26,2000-04-22,21,27.0,8.0,29th_week,
8982,"Dixie Chicks, The",Cowboy Take Me Away,4.85,Country,1999-11-27,2000-01-29,20,27.0,9.0,29th_week,
8983,"McGraw, Tim",My Next Thirty Years,3.61666666667,Country,2000-10-21,2000-12-16,20,27.0,8.0,29th_week,
8984,"Tritt, Travis",Best Of Intentions,4.25,Country,2000-08-19,2000-12-02,22,27.0,15.0,29th_week,
8985,Alice Deejay,Better Off Alone,6.83333333333,Electronica,2000-04-08,2000-06-03,20,27.0,8.0,29th_week,
8986,Hoku,Another Dumb Blonde,3.78333333333,Pop,2000-02-19,2000-04-08,14,27.0,7.0,29th_week,
8987,"Houston, Whitney",I Learned From The Best,4.3,Rock,2000-02-19,2000-03-25,11,27.0,5.0,29th_week,
8988,Counting Crows,Hanginaround,4.11666666667,Rock,1999-11-06,2000-01-29,20,28.0,12.0,29th_week,
8989,Mary Mary,Shackles (Praise You),3.2,Rock,2000-03-25,2000-05-13,20,28.0,7.0,29th_week,
8990,"Carey, Mariah",Crybaby,5.31666666667,Rock,2000-06-24,2000-06-24,7,28.0,0.0,29th_week,
8991,"McGraw, Tim",My Best Friend,4.55,Country,1999-11-27,2000-01-29,21,29.0,9.0,29th_week,
8992,Sugar Ray,Falls Apart,4.25,Rock,2000-01-15,2000-02-19,20,29.0,5.0,29th_week,
8993,Madonna,American Pie,4.5,Rock,2000-02-19,2000-03-04,9,29.0,2.0,29th_week,
8994,"Jones, Donell",Where I Wanna Be,6.36666666667,Rock,2000-04-22,2000-07-08,20,29.0,11.0,29th_week,
8995,"Paisley, Brad",We Danced,3.75,Country,2000-10-14,2000-12-16,20,29.0,9.0,29th_week,
8996,Lonestar,What About Now,3.5,Country,2000-06-10,2000-08-19,20,30.0,10.0,29th_week,
8997,"Backstreet Boys, The",The One,3.76666666667,Rock,2000-05-27,2000-07-01,15,30.0,5.0,29th_week,
8998,"Keith, Toby",How Do You Like Me Now?!,3.48333333333,Country,2000-01-29,2000-04-08,20,31.0,10.0,29th_week,
8999,"Strait, George",The Best Day,3.4,Country,2000-01-29,2000-04-22,20,31.0,12.0,29th_week,
9000,"Dixie Chicks, The",Without You,3.53333333333,Country,2000-10-07,2000-12-23,20,31.0,11.0,29th_week,
9001,Musiq,Just Friends (Sunny),4.03333333333,Rap,2000-10-14,2000-12-30,20,31.0,11.0,29th_week,
9002,"McEntire, Reba",What Do You Say,3.43333333333,Country,1999-10-30,2000-01-29,20,31.0,13.0,29th_week,
9003,"Braxton, Toni",Just Be A Man About It,4.16666666667,Rock,2000-07-29,2000-09-02,20,32.0,5.0,29th_week,
9004,"Iglesias, Enrique",Rhythm Divine,7.58333333333,Latin,1999-12-04,2000-01-22,17,32.0,7.0,29th_week,
9005,"Fabian, Lara",I Will Love Again,3.71666666667,Pop,2000-06-10,2000-08-12,17,32.0,9.0,29th_week,
9006,Bon Jovi,It's My Life,3.73333333333,Rock,2000-08-12,2000-09-30,20,33.0,7.0,29th_week,
9007,"Evans, Sara",Born To Fly,5.6,Country,2000-10-21,2000-12-30,20,34.0,10.0,29th_week,
9008,"Chesney, Kenny",I Lost It,3.9,Country,2000-10-21,2000-12-23,20,34.0,9.0,29th_week,
9009,J-Shin,One Night Stand,4.56666666667,R&B,1999-12-25,2000-02-26,17,34.0,9.0,29th_week,
9010,Eve,Love Is Blind,3.85,Rap,2000-01-08,2000-02-19,16,34.0,6.0,29th_week,
9011,Aaliyah,I Don't Wanna,4.25,Rock,2000-01-29,2000-03-04,20,35.0,5.0,29th_week,
9012,"Montgomery, John Michael",The Little Girl,3.86666666667,Country,2000-09-09,2000-10-28,20,35.0,7.0,29th_week,
9013,"Carter, Aaron",Aaron's Party (Come Get It),3.38333333333,R&B,2000-08-26,2000-09-16,15,35.0,3.0,29th_week,
9014,"Vassar, Phil",Just Another Day In Paradise,3.9,Country,2000-09-30,2000-12-02,20,35.0,9.0,29th_week,
9015,Ice Cube,You Can Do It,4.33333333333,Rap,1999-12-04,2000-01-15,12,35.0,6.0,29th_week,
9016,"Wills, Mark",Back At One,4.0,Country,2000-01-15,2000-02-26,18,36.0,6.0,29th_week,
9017,Lucy Pearl,Dance Tonight,3.75,R&B,2000-05-20,2000-07-29,19,36.0,10.0,29th_week,
9018,"Jackson, Alan",It Must Be Love,2.88333333333,Country,2000-06-24,2000-09-02,20,37.0,10.0,29th_week,
9019,"Griggs, Andy",She's More,3.31666666667,Country,2000-03-11,2000-06-10,20,37.0,13.0,29th_week,
9020,No Doubt,Simple Kind Of Life,4.18333333333,Rock,2000-07-01,2000-07-22,13,38.0,3.0,29th_week,
9021,"Jean, Wyclef",911,4.0,Rap,2000-10-07,2000-11-25,19,38.0,7.0,29th_week,
9022,Rascal Flatts,Prayin' For Daylight,3.6,Country,2000-05-06,2000-08-12,20,38.0,14.0,29th_week,
9023,Vitamin C,Graduation (Friends Forever),4.38333333333,Rock,2000-04-15,2000-06-10,12,38.0,8.0,29th_week,
9024,"Gilman, Billy",One Voice,4.11666666667,Country,2000-06-17,2000-09-02,19,38.0,11.0,29th_week,
9025,Lonestar,Smile,3.55,Country,1999-12-18,2000-02-12,20,39.0,8.0,29th_week,
9026,"Rogers, Kenny",Buy Me A Rose,3.76666666667,Country,2000-03-11,2000-05-06,20,40.0,8.0,29th_week,
9027,"Lawrence, Tracy",Lessons Learned,2.91666666667,Country,2000-01-29,2000-04-08,20,40.0,10.0,29th_week,
9028,"Strait, George",Go On,3.8,Country,2000-08-26,2000-10-28,20,40.0,9.0,29th_week,
9029,Sisqo,Got To Get It,3.86666666667,Rock,1999-11-20,2000-01-22,20,40.0,9.0,29th_week,
9030,Baha Men,Who Let The Dogs Out,3.28333333333,R&B,2000-07-22,2000-10-21,20,40.0,13.0,29th_week,
9031,"Walker, Clay",The Chain Of Love,5.05,Country,2000-04-15,2000-06-10,20,40.0,8.0,29th_week,
9032,"McBride, Martina",Love's The Only House,5.21666666667,Country,2000-02-05,2000-04-15,20,42.0,10.0,29th_week,
9033,Amber,Sexual (Li Da Di),4.63333333333,Rock,1999-07-17,2000-02-12,29,42.0,30.0,29th_week,49.0
9034,"Tippin, Aaron",Kiss This,2.88333333333,Country,2000-08-26,2000-10-21,20,42.0,8.0,29th_week,
9035,SheDaisy,I Will.. But,3.66666666667,Country,2000-07-15,2000-09-16,20,43.0,9.0,29th_week,
9036,"Raye, Collin",Couldn't Last A Moment,3.66666666667,Country,2000-03-18,2000-06-24,20,43.0,14.0,29th_week,
9037,Black Rob,Whoa!,4.06666666667,Rap,2000-03-04,2000-04-15,17,43.0,6.0,29th_week,
9038,"Jackson, Alan",Pop A Top,3.06666666667,Country,1999-11-13,2000-01-22,17,43.0,10.0,29th_week,
9039,"Black, Clint",Been There,5.46666666667,Country,2000-02-19,2000-04-15,20,44.0,8.0,29th_week,
9040,Common,The Light,3.91666666667,Rap,2000-08-05,2000-09-09,19,44.0,5.0,29th_week,
9041,"Vassar, Phil",Carlene,4.11666666667,Country,2000-03-04,2000-04-22,19,45.0,7.0,29th_week,
9042,"Jackson, Alan",www.memory,2.6,Country,2000-11-04,2000-12-23,15,45.0,7.0,29th_week,
9043,Vitamin C,The Itch,3.5,Rock,2000-12-02,2000-12-16,9,45.0,2.0,29th_week,
9044,"Eastsidaz, The",G'D Up,4.45,Rap,2000-01-08,2000-02-12,14,47.0,5.0,29th_week,
9045,Ideal,Whatever,3.8,R&B,2000-06-10,2000-08-19,18,47.0,10.0,29th_week,
9046,"Thomas, Carl",Emotional,4.51666666667,Rock,2000-11-25,2000-12-30,20,47.0,5.0,29th_week,
9047,Ginuwine,None Of Ur Friends Business,4.2,Rock,1999-12-11,2000-01-22,15,48.0,6.0,29th_week,
9048,"Davidson, Clay",Unconditional,3.93333333333,Country,2000-03-25,2000-06-17,20,49.0,12.0,29th_week,
9049,DMX,What You Want,4.08333333333,Rap,2000-07-01,2000-09-23,20,49.0,12.0,29th_week,
9050,"John, Elton",Someday Out Of The Blue,4.68333333333,Rock,2000-04-22,2000-05-06,15,49.0,2.0,29th_week,
9051,Pearl Jam,Nothing As It Seems,5.33333333333,Rock,2000-05-13,2000-05-13,6,49.0,0.0,29th_week,
9052,Mya,The Best Of Me,4.2,Rock,2000-04-15,2000-05-20,17,50.0,5.0,29th_week,
9053,"Heatherly, Eric",Flowers On The Wall,3.26666666667,Country,2000-04-29,2000-08-12,20,50.0,15.0,29th_week,
9054,Eminem,Stan,5.43333333333,Rap,2000-11-04,2000-12-02,15,51.0,4.0,29th_week,
9055,"McEntire, Reba",I'll Be,4.38333333333,Country,2000-05-13,2000-07-29,20,51.0,11.0,29th_week,
9056,"Lopez, Jennifer",Feelin' Good,4.46666666667,Latin,2000-02-19,2000-04-08,17,51.0,7.0,29th_week,
9057,"Urban, Keith",Your Everything,4.16666666667,Country,2000-07-15,2000-09-16,16,51.0,9.0,29th_week,
9058,TLC,Dear Lie,4.6,Rock,2000-02-12,2000-03-04,7,51.0,3.0,29th_week,
9059,"Gill, Vince",Feels Like Love,4.21666666667,Country,2000-09-02,2000-11-18,20,52.0,11.0,29th_week,
9060,"Houston, Whitney",Could I Have This Kiss Forever,3.9,Rock,2000-06-17,2000-08-05,19,52.0,7.0,29th_week,
9061,Bloodhound Gang,The Bad Touch,4.33333333333,R&B,2000-03-18,2000-04-15,12,52.0,4.0,29th_week,
9062,"Williams, Robbie",Angels,3.93333333333,Rock,1999-11-20,2000-01-22,19,53.0,9.0,29th_week,
9063,"Messina, Jo Dee",Because You Love Me,3.83333333333,Country,2000-01-29,2000-03-11,13,53.0,6.0,29th_week,
9064,"Keith, Toby",Country Comes To Town,3.65,Country,2000-08-05,2000-10-14,15,54.0,10.0,29th_week,
9065,Beenie Man,Girls Dem Sugar,4.28333333333,Reggae,2000-10-21,2000-12-02,15,54.0,6.0,29th_week,
9066,"Hill, Faith",Let's Make Love,4.18333333333,Rap,2000-08-12,2000-10-21,14,54.0,10.0,29th_week,
9067,Kelis,Caught Out There,4.15,R&B,1999-12-04,2000-01-08,12,54.0,5.0,29th_week,
9068,Jay-Z,Anything,3.68333333333,Rap,2000-02-26,2000-03-11,8,55.0,2.0,29th_week,
9069,3 Doors Down,Loser,4.4,Rock,2000-10-21,2000-12-02,20,55.0,6.0,29th_week,
9070,Brooks & Dunn,You'll Always Be Loved By Me,2.96666666667,Country,2000-06-10,2000-09-09,19,55.0,13.0,29th_week,
9071,"Chesney, Kenny",What I Need To Do,4.08333333333,Country,2000-04-01,2000-06-10,17,56.0,10.0,29th_week,
9072,"Stone, Angie",No More Rain (In This Cloud),4.7,R&B,1999-12-25,2000-01-22,17,56.0,4.0,29th_week,
9073,Da Brat,That's What I'm Looking For,3.73333333333,Rap,2000-02-26,2000-04-15,18,56.0,7.0,29th_week,
9074,SheDaisy,This Woman Needs,3.33333333333,Country,2000-02-05,2000-03-04,9,57.0,4.0,29th_week,
9075,Papa Roach,Last Resort,3.31666666667,Rock,2000-07-29,2000-12-02,20,57.0,18.0,29th_week,
9076,"Adams, Yolanda",Open My Heart,5.5,Gospel,2000-08-26,2000-10-21,20,57.0,8.0,29th_week,
9077,Shyne,Bad Boyz,4.36666666667,Rap,2000-09-09,2000-10-28,15,57.0,7.0,29th_week,
9078,R.E.M.,The Great Beyond,4.16666666667,Rock,1999-12-25,2000-01-29,14,57.0,5.0,29th_week,
9079,"Diffie, Joe",It's Always Somethin',2.91666666667,Country,2000-08-12,2000-09-16,14,57.0,5.0,29th_week,
9080,"McGraw, Tim",Some Things Never Change,3.93333333333,Country,2000-05-13,2000-07-01,14,58.0,7.0,29th_week,
9081,"Henley, Don",Taking You Home,4.13333333333,Rock,2000-06-24,2000-08-05,20,58.0,6.0,29th_week,
9082,Eminem,The Way I Am,4.66666666667,Rap,2000-08-26,2000-09-30,10,58.0,5.0,29th_week,
9083,Nas,You Owe Me,3.85,R&B,2000-03-25,2000-04-15,16,59.0,3.0,29th_week,
9084,Sister Hazel,Change Your Mind,4.03333333333,Rock,2000-07-15,2000-08-05,20,59.0,3.0,29th_week,
9085,Puff Daddy,Best Friend,5.55,Rap,2000-02-12,2000-02-19,5,59.0,1.0,29th_week,
9086,"McBride, Martina",There You Are,3.43333333333,Country,2000-09-09,2000-10-21,13,60.0,6.0,29th_week,
9087,Usher,Pop Ya Collar,3.6,Rock,2000-11-04,2000-11-18,7,60.0,2.0,29th_week,
9088,Lil' Kim,No Matter What They Say,4.2,Rap,2000-07-15,2000-08-05,10,60.0,3.0,29th_week,
9089,LFO,I Don't Wanna Kiss You Goodnight,5.0,Rock,2000-04-15,2000-04-22,5,61.0,1.0,29th_week,
9090,SheDaisy,Deck The Halls,3.76666666667,Country,1999-12-25,2000-01-01,2,61.0,1.0,29th_week,
9091,Splender,I Think God Can Explain,3.91666666667,R&B,2000-06-10,2000-06-24,12,62.0,2.0,29th_week,
9092,"Simpson, Jessica",Where You Are,3.85,Rock,2000-04-01,2000-04-15,6,62.0,2.0,29th_week,
9093,M2M,Mirror Mirror,3.31666666667,Pop,2000-04-01,2000-05-27,18,62.0,8.0,29th_week,
9094,Kumbia Kings,U Don't Love Me,3.83333333333,R&B,2000-03-04,2000-03-18,10,62.0,2.0,29th_week,
9095,Joe,Treat Her Like A Lady,4.2,Rock,2000-08-05,2000-08-19,17,63.0,2.0,29th_week,
9096,"Blige, Mary J.",Deep Inside,5.43333333333,Rock,1999-11-13,2000-01-22,15,63.0,10.0,29th_week,
9097,"Price, Kelly",You Should've Told Me,3.2,Rock,2000-09-23,2000-12-02,20,64.0,10.0,29th_week,
9098,Changing Faces,That Other Woman,4.0,Rock,2000-09-30,2000-10-28,11,64.0,4.0,29th_week,
9099,"Wright, Chely",It Was,3.85,R&B,2000-03-04,2000-04-15,10,64.0,6.0,29th_week,
9100,Limp Bizkit,Rollin',4.06666666667,Rock,2000-11-11,2000-12-09,17,65.0,4.0,29th_week,
9101,Hot Boys,I Need A Hot Girl,4.26666666667,Rap,2000-02-19,2000-03-11,13,65.0,3.0,29th_week,
9102,Jay-Z,Do It Again (Put Ya Hands Up),3.78333333333,Rap,2000-01-15,2000-01-29,9,65.0,2.0,29th_week,
9103,"Adkins, Trace",More,3.08333333333,Country,2000-04-29,2000-06-17,11,65.0,7.0,29th_week,
9104,"Dixie Chicks, The",Cold Day In July,5.2,Country,2000-06-24,2000-08-05,10,65.0,6.0,29th_week,
9105,"Price, Kelly",As We Lay,6.33333333333,Rock,2000-07-15,2000-08-05,8,64.0,3.0,29th_week,
9106,DMX,What's My Name,3.83333333333,Rap,2000-01-15,2000-02-12,11,67.0,4.0,29th_week,
9107,"Martin, Ricky",Private Emotion,4.03333333333,Latin,2000-03-11,2000-03-18,5,67.0,1.0,29th_week,
9108,Nine Days,If I Am,4.3,Rock,2000-12-02,2000-12-02,5,68.0,0.0,29th_week,
9109,"Blige, Mary J.",Give Me You,5.0,Rock,2000-04-15,2000-05-13,9,68.0,4.0,29th_week,
9110,Red Hot Chili Peppers,Californication,5.35,Rock,2000-07-29,2000-10-14,19,69.0,11.0,29th_week,
9111,Third Eye Blind,Deep Inside Of You,4.16666666667,Rock,2000-09-02,2000-10-07,12,69.0,5.0,29th_week,
9112,"Brooks, Garth",Do What You Gotta Do,2.93333333333,Country,2000-02-19,2000-03-18,6,69.0,4.0,29th_week,
9113,"Offspring, The",Original Prankster,3.7,Rock,2000-11-25,2000-12-09,9,70.0,2.0,29th_week,
9114,"Anthony, Marc",My Baby You,3.98333333333,Latin,2000-09-16,2000-10-07,20,70.0,3.0,29th_week,
9115,"Houston, Whitney","Same Script, Different Cast",4.75,Rock,2000-06-17,2000-07-15,9,70.0,4.0,29th_week,
9116,D'Angelo,Left & Right,4.58333333333,R&B,1999-12-11,2000-01-01,5,70.0,3.0,29th_week,
9117,"Kravitz, Lenny",I Belong To You,4.28333333333,Rock,2000-03-25,2000-04-08,9,71.0,2.0,29th_week,
9118,"Loveless, Patty",That's The Kind Of Mood I'm In,3.45,Country,2000-09-16,2000-11-18,14,71.0,9.0,29th_week,
9119,Q-Tip,Breathe And Stop,4.1,Rock,2000-01-22,2000-01-22,5,71.0,0.0,29th_week,
9120,"Rimes, LeAnn",Can't Fight The Moonlight,3.55,Country,2000-09-09,2000-09-16,20,71.0,1.0,29th_week,
9121,Lil Wayne,Tha Block Is Hot,4.21666666667,Rap,1999-12-04,2000-01-08,11,72.0,5.0,29th_week,
9122,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4.36666666667,Rap,2000-02-26,2000-03-11,7,72.0,2.0,29th_week,
9123,"Wallflowers, The",Sleepwalker,3.48333333333,Rock,2000-10-28,2000-10-28,6,73.0,0.0,29th_week,
9124,Drama,"Left, Right, Left",3.61666666667,Rap,2000-02-12,2000-03-18,13,73.0,5.0,29th_week,
9125,Limp Bizkit,N 2 Gether Now,3.91666666667,Rock,1999-12-04,2000-01-08,11,73.0,5.0,29th_week,
9126,Lox,"Ryde or Die, Chick",3.93333333333,Rap,2000-03-18,2000-03-25,7,73.0,1.0,29th_week,
9127,Ying Yang Twins,Whistle While You Twurk,4.31666666667,Rap,2000-03-18,2000-04-29,14,74.0,6.0,29th_week,
9128,"Walker, Clay","Live, Laugh, Love",4.1,Country,1999-12-04,2000-01-22,11,74.0,7.0,29th_week,
9129,Metallica,No Leaf Clover (Live),5.71666666667,Rock,2000-02-12,2000-03-11,10,74.0,4.0,29th_week,
9130,Yankee Grey,Another Nine Minutes,3.16666666667,Country,2000-04-29,2000-05-20,8,74.0,3.0,29th_week,
9131,"Bega, Lou",Tricky Tricky ,3.38333333333,Rock,2000-01-29,2000-02-05,3,74.0,1.0,29th_week,
9132,Big Punisher,It's So Hard,3.41666666667,Rap,2000-04-22,2000-05-06,15,75.0,2.0,29th_week,
9133,"Worley, Darryl",When You Need My Love,3.58333333333,Country,2000-06-17,2000-09-02,15,75.0,11.0,29th_week,
9134,Lil' Kim,How Many Licks?,3.83333333333,Rap,2000-11-25,2000-12-02,9,75.0,1.0,29th_week,
9135,"Clark, Terri",A Little Gasoline,3.11666666667,Country,2000-12-16,2000-12-16,6,75.0,0.0,29th_week,
9136,"Brock, Chad",A Country Boy Can Survive,3.9,Country,2000-01-01,2000-01-08,3,75.0,1.0,29th_week,
9137,"Cagle, Chris",My Love Goes On And On,3.03333333333,Country,2000-10-21,2000-12-02,11,76.0,6.0,29th_week,
9138,"Byrd, Tracy",Put Your Hand In Mine,4.5,Country,2000-01-29,2000-02-12,8,76.0,2.0,29th_week,
9139,Metallica,I Disappear,4.43333333333,Rock,2000-05-13,2000-06-17,20,76.0,5.0,29th_week,
9140,Jay-Z,Hey Papi,3.66666666667,Rap,2000-08-12,2000-10-07,15,76.0,8.0,29th_week,
9141,Fatboy Slim,The Rockafeller Skank,4.0,Electronica,1999-11-13,2000-01-22,12,76.0,10.0,29th_week,
9142,"Levert, Gerald",Mr. Too Damn Good,4.1,R&B,2000-03-18,2000-04-08,8,76.0,3.0,29th_week,
9143,"McKnight, Brian",Stay Or Let It Go,4.53333333333,Rock,2000-02-26,2000-03-25,8,76.0,4.0,29th_week,
9144,"Allan, Gary",Smoke Rings In The Dark,4.3,Country,2000-01-22,2000-02-05,5,76.0,2.0,29th_week,
9145,Ginuwine,The Best Man I Can Be,4.1,Rock,2000-01-08,2000-03-04,12,77.0,8.0,29th_week,
9146,Before Dark,Monica,4.06666666667,Rock,2000-05-20,2000-06-17,9,77.0,4.0,29th_week,
9147,"Estefan, Gloria",No Me Dejes De Querer,3.41666666667,Rock,2000-06-10,2000-06-10,1,77.0,0.0,29th_week,
9148,Stone Temple Pilots,Sour Girl,4.26666666667,Rock,2000-07-08,2000-07-29,13,78.0,3.0,29th_week,
9149,Montgomery Gentry,Daddy Won't Sell The Farm,4.3,Country,2000-03-04,2000-03-25,6,79.0,3.0,29th_week,
9150,"Cyrus, Billy Ray",You Won't Be Lonely Now,3.75,Country,2000-09-23,2000-11-11,13,80.0,7.0,29th_week,
9151,Clark Family Experience,Meanwhile Back At The Ranch,2.93333333333,Country,2000-11-18,2000-12-16,12,80.0,4.0,29th_week,
9152,"Thomas, Carl",Summer Rain,4.95,Rock,2000-09-23,2000-10-14,11,80.0,3.0,29th_week,
9153,"Yearwood, Trisha",Real Live Woman,3.91666666667,Country,2000-04-01,2000-04-29,6,81.0,4.0,29th_week,
9154,Trick Daddy,Shut Up,4.28333333333,Rap,2000-05-20,2000-06-17,11,83.0,4.0,29th_week,
9155,"Moore, Chante",Straight Up,3.66666666667,Rock,2000-10-28,2000-12-02,9,83.0,5.0,29th_week,
9156,Cam'ron,What Means The World To You,4.63333333333,Rap,2000-10-14,2000-11-18,10,83.0,5.0,29th_week,
9157,Juvenile,U Understand,3.85,Rap,2000-02-05,2000-02-12,6,83.0,1.0,29th_week,
9158,"Hollister, Dave",Can't Stay,6.28333333333,Rock,2000-03-25,2000-03-25,4,84.0,0.0,29th_week,
9159,Tamia,Can't Go For That,3.63333333333,Rock,2000-09-16,2000-09-30,5,84.0,2.0,29th_week,
9160,LFO,West Side Story,3.45,Rock,2000-08-05,2000-08-12,4,84.0,1.0,29th_week,
9161,"Paisley, Brad",Me Neither,3.31666666667,Country,2000-05-13,2000-05-20,4,85.0,1.0,29th_week,
9162,"Carter, Torrey",Take That,3.71666666667,Rock,2000-06-24,2000-07-08,7,86.0,2.0,29th_week,
9163,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3.25,R&B,2000-09-02,2000-09-09,3,87.0,1.0,29th_week,
9164,Madison Avenue,Don't Call Me Baby,3.73333333333,Electronica,2000-07-08,2000-09-16,20,88.0,10.0,29th_week,
9165,Eve,Got It All,3.8,Rap,2000-07-15,2000-07-22,5,88.0,1.0,29th_week,
9166,Limp Bizkit,Re-Arranged,4.13333333333,Rock,1999-12-04,2000-02-05,18,88.0,9.0,29th_week,
